city,lat,lon,fraud_ip
Челябинск,55.1603659,61.4007858,5.8.10.114
Ростов-на-Дону,47.2224364,39.7187866,5.8.10.115
Уфа,54.734853,55.9578647,5.8.10.116
Волгоград,48.7072005,44.5170207,5.8.10.117
Пермь,58.0103211,56.2341778,5.8.10.118
Красноярск,56.009466,92.8524162,5.8.10.119
Воронеж,51.6592378,39.1968284,5.8.10.120
Саратов,51.530376,45.9530257,5.8.10.121
Краснодар,45.040235,38.9760801,5.8.10.122
Тольятти,53.5206438,49.389461,5.8.10.123
Барнаул,53.3481145,83.7798362,5.8.10.124
Ижевск,56.8527444,53.2113961,5.8.10.125
Ульяновск,54.3080674,48.3748717,5.8.10.126
Владивосток,43.1163807,131.882348,5.8.10.127
Ярославль,57.6216145,39.897878,5.8.10.128
Иркутск,52.2863513,104.280655,5.8.10.129
Тюмень,57.1530824,65.5343118,5.8.10.130
Махачкала,42.9848572,47.5046303,5.8.10.131
Хабаровск,48.4647991,135.0598811,5.8.10.132
Оренбург,51.7875191,55.1017379,5.8.10.133
Новокузнецк,53.7942757,87.2144046,5.8.10.134
Кемерово,55.3909721,86.0467864,5.8.10.135
Рязань,54.625457,39.7359992,5.8.10.136
Томск,56.4847036,84.9481737,5.8.10.137
Астрахань,46.3655808,48.0559979,5.8.10.138
Пенза,53.1753884,45.0347408,5.8.10.139
Набережные Челны,55.7436475,52.3958739,5.8.10.140
Липецк,52.6103027,39.5946266,5.8.10.141
Тула,54.192017,37.6153885,5.8.10.142
Киров,58.6035313,49.6679219,5.8.10.143
Чебоксары,56.1439378,47.2488718,5.8.10.144
Улан-Удэ,51.8334378,107.5841511,5.8.10.145
Калининград,54.7073218,20.5072458,5.8.10.146
Брянск,53.2420071,34.3652716,5.8.10.147
Курск,51.7303391,36.1926448,5.8.10.148
Иваново,56.9994677,40.9728231,5.8.10.149
Магнитогорск,53.4071891,58.9791432,5.8.10.150
Тверь,56.8585396,35.9117898,5.8.10.151
Ставрополь,45.0445439,41.9690168,5.8.10.152
Симферополь,44.9482645,34.100117,5.8.10.153
Нижний Тагил,57.9101038,59.9813242,5.8.10.154
Белгород,50.5977351,36.5858236,5.8.10.155
Архангельск,64.5392985,40.5170083,5.8.10.156
Владимир,56.1281561,40.4082995,5.8.10.157
Севастополь,44.6167334,33.5253552,5.8.10.158
Сочи,43.5855829,39.7231419,5.8.10.159
Курган,55.4443448,65.3161339,5.8.10.160
Смоленск,54.7867168,31.8153366,5.8.10.161
Калуга,54.5060439,36.2515933,5.8.10.162
Чита,52.0340128,113.4994884,5.8.10.163
Орёл,52.9672573,36.0696479,5.8.10.164
Волжский,48.7978483,44.7462417,5.8.10.165
Череповец,59.1269214,37.9092243,5.8.10.166
Владикавказ,43.0205039,44.6819383,5.8.10.167
Мурманск,69.0076958,33.0686019,5.8.10.168
Сургут,61.2539773,73.3961726,5.8.10.169
Вологда,59.2484186,39.8356461,5.8.10.170
Саранск,54.1807601,45.1862263,5.8.10.171
Тамбов,52.7213021,41.452258,5.8.10.172
Стерлитамак,53.6302498,55.9315707,5.8.10.173
Грозный,43.3179243,45.6981102,5.8.10.174
Якутск,62.0280273,129.7325717,5.8.10.175
Кострома,57.8029445,40.9907282,5.8.10.176
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.10.177
Петрозаводск,61.78909,34.3596263,5.8.10.178
Таганрог,47.2094907,38.935154,5.8.10.179
Нижневартовск,60.9397379,76.5696206,5.8.10.180
Йошкар-Ола,56.6343763,47.8998445,5.8.10.181
Братск,56.1513951,101.6339892,5.8.10.182
Москва,55.7538789,37.6203735,5.8.10.183
Санкт-Петербург,59.939125,30.3158225,5.8.10.184
Новосибирск,55.0281016,82.9210575,5.8.10.185
Екатеринбург,56.8386326,60.6054887,5.8.10.186
Нижний Новгород,56.3242093,44.0053948,5.8.10.187
Казань,55.7943877,49.1115312,5.8.10.188
Самара,53.1951657,50.1067691,5.8.10.189
Омск,54.9848136,73.3674638,5.8.10.190
Челябинск,55.1603659,61.4007858,5.8.10.191
Ростов-на-Дону,47.2224364,39.7187866,5.8.10.192
Уфа,54.734853,55.9578647,5.8.10.193
Волгоград,48.7072005,44.5170207,5.8.10.194
Пермь,58.0103211,56.2341778,5.8.10.195
Красноярск,56.009466,92.8524162,5.8.10.196
Воронеж,51.6592378,39.1968284,5.8.10.197
Саратов,51.530376,45.9530257,5.8.10.198
Краснодар,45.040235,38.9760801,5.8.10.199
Тольятти,53.5206438,49.389461,5.8.10.200
Барнаул,53.3481145,83.7798362,5.8.10.201
Ижевск,56.8527444,53.2113961,5.8.10.202
Ульяновск,54.3080674,48.3748717,5.8.10.203
Владивосток,43.1163807,131.882348,5.8.10.204
Ярославль,57.6216145,39.897878,5.8.10.205
Иркутск,52.2863513,104.280655,5.8.10.206
Тюмень,57.1530824,65.5343118,5.8.10.207
Махачкала,42.9848572,47.5046303,5.8.10.208
Хабаровск,48.4647991,135.0598811,5.8.10.209
Оренбург,51.7875191,55.1017379,5.8.10.210
Новокузнецк,53.7942757,87.2144046,5.8.10.211
Кемерово,55.3909721,86.0467864,5.8.10.212
Рязань,54.625457,39.7359992,5.8.10.213
Томск,56.4847036,84.9481737,5.8.10.214
Астрахань,46.3655808,48.0559979,5.8.10.215
Пенза,53.1753884,45.0347408,5.8.10.216
Набережные Челны,55.7436475,52.3958739,5.8.10.217
Липецк,52.6103027,39.5946266,5.8.10.218
Тула,54.192017,37.6153885,5.8.10.219
Киров,58.6035313,49.6679219,5.8.10.220
Чебоксары,56.1439378,47.2488718,5.8.10.221
Улан-Удэ,51.8334378,107.5841511,5.8.10.222
Калининград,54.7073218,20.5072458,5.8.10.223
Брянск,53.2420071,34.3652716,5.8.10.224
Курск,51.7303391,36.1926448,5.8.10.225
Иваново,56.9994677,40.9728231,5.8.10.226
Магнитогорск,53.4071891,58.9791432,5.8.10.227
Тверь,56.8585396,35.9117898,5.8.10.228
Ставрополь,45.0445439,41.9690168,5.8.10.229
Симферополь,44.9482645,34.100117,5.8.10.230
Нижний Тагил,57.9101038,59.9813242,5.8.10.231
Белгород,50.5977351,36.5858236,5.8.10.232
Архангельск,64.5392985,40.5170083,5.8.10.233
Владимир,56.1281561,40.4082995,5.8.10.234
Севастополь,44.6167334,33.5253552,5.8.10.235
Сочи,43.5855829,39.7231419,5.8.10.236
Курган,55.4443448,65.3161339,5.8.10.237
Смоленск,54.7867168,31.8153366,5.8.10.238
Калуга,54.5060439,36.2515933,5.8.10.239
Чита,52.0340128,113.4994884,5.8.10.240
Орёл,52.9672573,36.0696479,5.8.10.241
Волжский,48.7978483,44.7462417,5.8.10.242
Череповец,59.1269214,37.9092243,5.8.10.243
Владикавказ,43.0205039,44.6819383,5.8.10.244
Мурманск,69.0076958,33.0686019,5.8.10.245
Сургут,61.2539773,73.3961726,5.8.10.246
Вологда,59.2484186,39.8356461,5.8.10.247
Саранск,54.1807601,45.1862263,5.8.10.248
Тамбов,52.7213021,41.452258,5.8.10.249
Стерлитамак,53.6302498,55.9315707,5.8.10.250
Грозный,43.3179243,45.6981102,5.8.10.251
Якутск,62.0280273,129.7325717,5.8.10.252
Кострома,57.8029445,40.9907282,5.8.10.253
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.10.254
Петрозаводск,61.78909,34.3596263,5.8.10.255
Таганрог,47.2094907,38.935154,5.8.11.0
Нижневартовск,60.9397379,76.5696206,5.8.11.1
Йошкар-Ола,56.6343763,47.8998445,5.8.11.2
Братск,56.1513951,101.6339892,5.8.11.3
Москва,55.7538789,37.6203735,5.8.11.4
Санкт-Петербург,59.939125,30.3158225,5.8.11.5
Новосибирск,55.0281016,82.9210575,5.8.11.6
Екатеринбург,56.8386326,60.6054887,5.8.11.7
Нижний Новгород,56.3242093,44.0053948,5.8.11.8
Казань,55.7943877,49.1115312,5.8.11.9
Самара,53.1951657,50.1067691,5.8.11.10
Омск,54.9848136,73.3674638,5.8.11.11
Челябинск,55.1603659,61.4007858,5.8.11.12
Ростов-на-Дону,47.2224364,39.7187866,5.8.11.13
Уфа,54.734853,55.9578647,5.8.11.14
Волгоград,48.7072005,44.5170207,5.8.11.15
Пермь,58.0103211,56.2341778,5.8.11.16
Красноярск,56.009466,92.8524162,5.8.11.17
Воронеж,51.6592378,39.1968284,5.8.11.18
Саратов,51.530376,45.9530257,5.8.11.19
Краснодар,45.040235,38.9760801,5.8.11.20
Тольятти,53.5206438,49.389461,5.8.11.21
Барнаул,53.3481145,83.7798362,5.8.11.22
Ижевск,56.8527444,53.2113961,5.8.11.23
Ульяновск,54.3080674,48.3748717,5.8.11.24
Владивосток,43.1163807,131.882348,5.8.11.25
Ярославль,57.6216145,39.897878,5.8.11.26
Иркутск,52.2863513,104.280655,5.8.11.27
Тюмень,57.1530824,65.5343118,5.8.11.28
Махачкала,42.9848572,47.5046303,5.8.11.29
Хабаровск,48.4647991,135.0598811,5.8.11.30
Оренбург,51.7875191,55.1017379,5.8.11.31
Новокузнецк,53.7942757,87.2144046,5.8.11.32
Кемерово,55.3909721,86.0467864,5.8.11.33
Рязань,54.625457,39.7359992,5.8.11.34
Томск,56.4847036,84.9481737,5.8.11.35
Астрахань,46.3655808,48.0559979,5.8.11.36
Пенза,53.1753884,45.0347408,5.8.11.37
Набережные Челны,55.7436475,52.3958739,5.8.11.38
Липецк,52.6103027,39.5946266,5.8.11.39
Тула,54.192017,37.6153885,5.8.11.40
Киров,58.6035313,49.6679219,5.8.11.41
Чебоксары,56.1439378,47.2488718,5.8.11.42
Улан-Удэ,51.8334378,107.5841511,5.8.11.43
Калининград,54.7073218,20.5072458,5.8.11.44
Брянск,53.2420071,34.3652716,5.8.11.45
Курск,51.7303391,36.1926448,5.8.11.46
Иваново,56.9994677,40.9728231,5.8.11.47
Магнитогорск,53.4071891,58.9791432,5.8.11.48
Тверь,56.8585396,35.9117898,5.8.11.49
Ставрополь,45.0445439,41.9690168,5.8.11.50
Симферополь,44.9482645,34.100117,5.8.11.51
Нижний Тагил,57.9101038,59.9813242,5.8.11.52
Белгород,50.5977351,36.5858236,5.8.11.53
Архангельск,64.5392985,40.5170083,5.8.11.54
Владимир,56.1281561,40.4082995,5.8.11.55
Севастополь,44.6167334,33.5253552,5.8.11.56
Сочи,43.5855829,39.7231419,5.8.11.57
Курган,55.4443448,65.3161339,5.8.11.58
Смоленск,54.7867168,31.8153366,5.8.11.59
Калуга,54.5060439,36.2515933,5.8.11.60
Чита,52.0340128,113.4994884,5.8.11.61
Орёл,52.9672573,36.0696479,5.8.11.62
Волжский,48.7978483,44.7462417,5.8.11.63
Череповец,59.1269214,37.9092243,5.8.11.64
Владикавказ,43.0205039,44.6819383,5.8.11.65
Мурманск,69.0076958,33.0686019,5.8.11.66
Сургут,61.2539773,73.3961726,5.8.11.67
Вологда,59.2484186,39.8356461,5.8.11.68
Саранск,54.1807601,45.1862263,5.8.11.69
Тамбов,52.7213021,41.452258,5.8.11.70
Стерлитамак,53.6302498,55.9315707,5.8.11.71
Грозный,43.3179243,45.6981102,5.8.11.72
Якутск,62.0280273,129.7325717,5.8.11.73
Кострома,57.8029445,40.9907282,5.8.11.74
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.11.75
Петрозаводск,61.78909,34.3596263,5.8.11.76
Таганрог,47.2094907,38.935154,5.8.11.77
Нижневартовск,60.9397379,76.5696206,5.8.11.78
Йошкар-Ола,56.6343763,47.8998445,5.8.11.79
Братск,56.1513951,101.6339892,5.8.11.80
Москва,55.7538789,37.6203735,5.8.11.81
Санкт-Петербург,59.939125,30.3158225,5.8.11.82
Новосибирск,55.0281016,82.9210575,5.8.11.83
Екатеринбург,56.8386326,60.6054887,5.8.11.84
Нижний Новгород,56.3242093,44.0053948,5.8.11.85
Казань,55.7943877,49.1115312,5.8.11.86
Самара,53.1951657,50.1067691,5.8.11.87
Омск,54.9848136,73.3674638,5.8.11.88
Челябинск,55.1603659,61.4007858,5.8.11.89
Ростов-на-Дону,47.2224364,39.7187866,5.8.11.90
Уфа,54.734853,55.9578647,5.8.11.91
Волгоград,48.7072005,44.5170207,5.8.11.92
Пермь,58.0103211,56.2341778,5.8.11.93
Красноярск,56.009466,92.8524162,5.8.11.94
Воронеж,51.6592378,39.1968284,5.8.11.95
Саратов,51.530376,45.9530257,5.8.11.96
Краснодар,45.040235,38.9760801,5.8.11.97
Тольятти,53.5206438,49.389461,5.8.11.98
Барнаул,53.3481145,83.7798362,5.8.11.99
Ижевск,56.8527444,53.2113961,5.8.11.100
Ульяновск,54.3080674,48.3748717,5.8.11.101
Владивосток,43.1163807,131.882348,5.8.11.102
Ярославль,57.6216145,39.897878,5.8.11.103
Иркутск,52.2863513,104.280655,5.8.11.104
Тюмень,57.1530824,65.5343118,5.8.11.105
Махачкала,42.9848572,47.5046303,5.8.11.106
Хабаровск,48.4647991,135.0598811,5.8.11.107
Оренбург,51.7875191,55.1017379,5.8.11.108
Новокузнецк,53.7942757,87.2144046,5.8.11.109
Кемерово,55.3909721,86.0467864,5.8.11.110
Рязань,54.625457,39.7359992,5.8.11.111
Томск,56.4847036,84.9481737,5.8.11.112
Астрахань,46.3655808,48.0559979,5.8.11.113
Пенза,53.1753884,45.0347408,5.8.11.114
Набережные Челны,55.7436475,52.3958739,5.8.11.115
Липецк,52.6103027,39.5946266,5.8.11.116
Тула,54.192017,37.6153885,5.8.11.117
Киров,58.6035313,49.6679219,5.8.11.118
Чебоксары,56.1439378,47.2488718,5.8.11.119
Улан-Удэ,51.8334378,107.5841511,5.8.11.120
Калининград,54.7073218,20.5072458,5.8.11.121
Брянск,53.2420071,34.3652716,5.8.11.122
Курск,51.7303391,36.1926448,5.8.11.123
Иваново,56.9994677,40.9728231,5.8.11.124
Магнитогорск,53.4071891,58.9791432,5.8.11.125
Тверь,56.8585396,35.9117898,5.8.11.126
Ставрополь,45.0445439,41.9690168,5.8.11.127
Симферополь,44.9482645,34.100117,5.8.11.128
Нижний Тагил,57.9101038,59.9813242,5.8.11.129
Белгород,50.5977351,36.5858236,5.8.11.130
Архангельск,64.5392985,40.5170083,5.8.11.131
Владимир,56.1281561,40.4082995,5.8.11.132
Севастополь,44.6167334,33.5253552,5.8.11.133
Сочи,43.5855829,39.7231419,5.8.11.134
Курган,55.4443448,65.3161339,5.8.11.135
Смоленск,54.7867168,31.8153366,5.8.11.136
Калуга,54.5060439,36.2515933,5.8.11.137
Чита,52.0340128,113.4994884,5.8.11.138
Орёл,52.9672573,36.0696479,5.8.11.139
Волжский,48.7978483,44.7462417,5.8.11.140
Череповец,59.1269214,37.9092243,5.8.11.141
Владикавказ,43.0205039,44.6819383,5.8.11.142
Мурманск,69.0076958,33.0686019,5.8.11.143
Сургут,61.2539773,73.3961726,5.8.11.144
Вологда,59.2484186,39.8356461,5.8.11.145
Саранск,54.1807601,45.1862263,5.8.11.146
Тамбов,52.7213021,41.452258,5.8.11.147
Стерлитамак,53.6302498,55.9315707,5.8.11.148
Грозный,43.3179243,45.6981102,5.8.11.149
Якутск,62.0280273,129.7325717,5.8.11.150
Кострома,57.8029445,40.9907282,5.8.11.151
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.11.152
Петрозаводск,61.78909,34.3596263,5.8.11.153
Таганрог,47.2094907,38.935154,5.8.11.154
Нижневартовск,60.9397379,76.5696206,5.8.11.155
Йошкар-Ола,56.6343763,47.8998445,5.8.11.156
Братск,56.1513951,101.6339892,5.8.11.157
Москва,55.7538789,37.6203735,5.8.11.158
Санкт-Петербург,59.939125,30.3158225,5.8.11.159
Новосибирск,55.0281016,82.9210575,5.8.11.160
Екатеринбург,56.8386326,60.6054887,5.8.11.161
Нижний Новгород,56.3242093,44.0053948,5.8.11.162
Казань,55.7943877,49.1115312,5.8.11.163
Самара,53.1951657,50.1067691,5.8.11.164
Омск,54.9848136,73.3674638,5.8.11.165
Челябинск,55.1603659,61.4007858,5.8.11.166
Ростов-на-Дону,47.2224364,39.7187866,5.8.11.167
Уфа,54.734853,55.9578647,5.8.11.168
Волгоград,48.7072005,44.5170207,5.8.11.169
Пермь,58.0103211,56.2341778,5.8.11.170
Красноярск,56.009466,92.8524162,5.8.11.171
Воронеж,51.6592378,39.1968284,5.8.11.172
Саратов,51.530376,45.9530257,5.8.11.173
Краснодар,45.040235,38.9760801,5.8.11.174
Тольятти,53.5206438,49.389461,5.8.11.175
Барнаул,53.3481145,83.7798362,5.8.11.176
Ижевск,56.8527444,53.2113961,5.8.11.177
Ульяновск,54.3080674,48.3748717,5.8.11.178
Владивосток,43.1163807,131.882348,5.8.11.179
Ярославль,57.6216145,39.897878,5.8.11.180
Иркутск,52.2863513,104.280655,5.8.11.181
Тюмень,57.1530824,65.5343118,5.8.11.182
Махачкала,42.9848572,47.5046303,5.8.11.183
Хабаровск,48.4647991,135.0598811,5.8.11.184
Оренбург,51.7875191,55.1017379,5.8.11.185
Новокузнецк,53.7942757,87.2144046,5.8.11.186
Кемерово,55.3909721,86.0467864,5.8.11.187
Рязань,54.625457,39.7359992,5.8.11.188
Томск,56.4847036,84.9481737,5.8.11.189
Астрахань,46.3655808,48.0559979,5.8.11.190
Пенза,53.1753884,45.0347408,5.8.11.191
Набережные Челны,55.7436475,52.3958739,5.8.11.192
Липецк,52.6103027,39.5946266,5.8.11.193
Тула,54.192017,37.6153885,5.8.11.194
Киров,58.6035313,49.6679219,5.8.11.195
Чебоксары,56.1439378,47.2488718,5.8.11.196
Улан-Удэ,51.8334378,107.5841511,5.8.11.197
Калининград,54.7073218,20.5072458,5.8.11.198
Брянск,53.2420071,34.3652716,5.8.11.199
Курск,51.7303391,36.1926448,5.8.11.200
Иваново,56.9994677,40.9728231,5.8.11.201
Магнитогорск,53.4071891,58.9791432,5.8.11.202
Тверь,56.8585396,35.9117898,5.8.11.203
Ставрополь,45.0445439,41.9690168,5.8.11.204
Симферополь,44.9482645,34.100117,5.8.11.205
Нижний Тагил,57.9101038,59.9813242,5.8.11.206
Белгород,50.5977351,36.5858236,5.8.11.207
Архангельск,64.5392985,40.5170083,5.8.11.208
Владимир,56.1281561,40.4082995,5.8.11.209
Севастополь,44.6167334,33.5253552,5.8.11.210
Сочи,43.5855829,39.7231419,5.8.11.211
Курган,55.4443448,65.3161339,5.8.11.212
Смоленск,54.7867168,31.8153366,5.8.11.213
Калуга,54.5060439,36.2515933,5.8.11.214
Чита,52.0340128,113.4994884,5.8.11.215
Орёл,52.9672573,36.0696479,5.8.11.216
Волжский,48.7978483,44.7462417,5.8.11.217
Череповец,59.1269214,37.9092243,5.8.11.218
Владикавказ,43.0205039,44.6819383,5.8.11.219
Мурманск,69.0076958,33.0686019,5.8.11.220
Сургут,61.2539773,73.3961726,5.8.11.221
Вологда,59.2484186,39.8356461,5.8.11.222
Саранск,54.1807601,45.1862263,5.8.11.223
Тамбов,52.7213021,41.452258,5.8.11.224
Стерлитамак,53.6302498,55.9315707,5.8.11.225
Грозный,43.3179243,45.6981102,5.8.11.226
Якутск,62.0280273,129.7325717,5.8.11.227
Кострома,57.8029445,40.9907282,5.8.11.228
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.11.229
Петрозаводск,61.78909,34.3596263,5.8.11.230
Таганрог,47.2094907,38.935154,5.8.11.231
Нижневартовск,60.9397379,76.5696206,5.8.11.232
Йошкар-Ола,56.6343763,47.8998445,5.8.11.233
Братск,56.1513951,101.6339892,5.8.11.234
Москва,55.7538789,37.6203735,5.8.11.235
Санкт-Петербург,59.939125,30.3158225,5.8.11.236
Новосибирск,55.0281016,82.9210575,5.8.11.237
Екатеринбург,56.8386326,60.6054887,5.8.11.238
Нижний Новгород,56.3242093,44.0053948,5.8.11.239
Казань,55.7943877,49.1115312,5.8.11.240
Самара,53.1951657,50.1067691,5.8.11.241
Омск,54.9848136,73.3674638,5.8.11.242
Челябинск,55.1603659,61.4007858,5.8.11.243
Ростов-на-Дону,47.2224364,39.7187866,5.8.11.244
Уфа,54.734853,55.9578647,5.8.11.245
Волгоград,48.7072005,44.5170207,5.8.11.246
Пермь,58.0103211,56.2341778,5.8.11.247
Красноярск,56.009466,92.8524162,5.8.11.248
Воронеж,51.6592378,39.1968284,5.8.11.249
Саратов,51.530376,45.9530257,5.8.11.250
Краснодар,45.040235,38.9760801,5.8.11.251
Тольятти,53.5206438,49.389461,5.8.11.252
Барнаул,53.3481145,83.7798362,5.8.11.253
Ижевск,56.8527444,53.2113961,5.8.11.254
Ульяновск,54.3080674,48.3748717,5.8.11.255
Владивосток,43.1163807,131.882348,5.8.12.0
Ярославль,57.6216145,39.897878,5.8.12.1
Иркутск,52.2863513,104.280655,5.8.12.2
Тюмень,57.1530824,65.5343118,5.8.12.3
Махачкала,42.9848572,47.5046303,5.8.12.4
Хабаровск,48.4647991,135.0598811,5.8.12.5
Оренбург,51.7875191,55.1017379,5.8.12.6
Новокузнецк,53.7942757,87.2144046,5.8.12.7
Кемерово,55.3909721,86.0467864,5.8.12.8
Рязань,54.625457,39.7359992,5.8.12.9
Томск,56.4847036,84.9481737,5.8.12.10
Астрахань,46.3655808,48.0559979,5.8.12.11
Пенза,53.1753884,45.0347408,5.8.12.12
Набережные Челны,55.7436475,52.3958739,5.8.12.13
Липецк,52.6103027,39.5946266,5.8.12.14
Тула,54.192017,37.6153885,5.8.12.15
Киров,58.6035313,49.6679219,5.8.12.16
Чебоксары,56.1439378,47.2488718,5.8.12.17
Улан-Удэ,51.8334378,107.5841511,5.8.12.18
Калининград,54.7073218,20.5072458,5.8.12.19
Брянск,53.2420071,34.3652716,5.8.12.20
Курск,51.7303391,36.1926448,5.8.12.21
Иваново,56.9994677,40.9728231,5.8.12.22
Магнитогорск,53.4071891,58.9791432,5.8.12.23
Тверь,56.8585396,35.9117898,5.8.12.24
Ставрополь,45.0445439,41.9690168,5.8.12.25
Симферополь,44.9482645,34.100117,5.8.12.26
Нижний Тагил,57.9101038,59.9813242,5.8.12.27
Белгород,50.5977351,36.5858236,5.8.12.28
Архангельск,64.5392985,40.5170083,5.8.12.29
Владимир,56.1281561,40.4082995,5.8.12.30
Севастополь,44.6167334,33.5253552,5.8.12.31
Сочи,43.5855829,39.7231419,5.8.12.32
Курган,55.4443448,65.3161339,5.8.12.33
Смоленск,54.7867168,31.8153366,5.8.12.34
Калуга,54.5060439,36.2515933,5.8.12.35
Чита,52.0340128,113.4994884,5.8.12.36
Орёл,52.9672573,36.0696479,5.8.12.37
Волжский,48.7978483,44.7462417,5.8.12.38
Череповец,59.1269214,37.9092243,5.8.12.39
Владикавказ,43.0205039,44.6819383,5.8.12.40
Мурманск,69.0076958,33.0686019,5.8.12.41
Сургут,61.2539773,73.3961726,5.8.12.42
Вологда,59.2484186,39.8356461,5.8.12.43
Саранск,54.1807601,45.1862263,5.8.12.44
Тамбов,52.7213021,41.452258,5.8.12.45
Стерлитамак,53.6302498,55.9315707,5.8.12.46
Грозный,43.3179243,45.6981102,5.8.12.47
Якутск,62.0280273,129.7325717,5.8.12.48
Кострома,57.8029445,40.9907282,5.8.12.49
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.12.50
Петрозаводск,61.78909,34.3596263,5.8.12.51
Таганрог,47.2094907,38.935154,5.8.12.52
Нижневартовск,60.9397379,76.5696206,5.8.12.53
Йошкар-Ола,56.6343763,47.8998445,5.8.12.54
Братск,56.1513951,101.6339892,5.8.12.55
Москва,55.7538789,37.6203735,5.8.12.56
Санкт-Петербург,59.939125,30.3158225,5.8.12.57
Новосибирск,55.0281016,82.9210575,5.8.12.58
Екатеринбург,56.8386326,60.6054887,5.8.12.59
Нижний Новгород,56.3242093,44.0053948,5.8.12.60
Казань,55.7943877,49.1115312,5.8.12.61
Самара,53.1951657,50.1067691,5.8.12.62
Омск,54.9848136,73.3674638,5.8.12.63
Челябинск,55.1603659,61.4007858,5.8.12.64
Ростов-на-Дону,47.2224364,39.7187866,5.8.12.65
Уфа,54.734853,55.9578647,5.8.12.66
Волгоград,48.7072005,44.5170207,5.8.12.67
Пермь,58.0103211,56.2341778,5.8.12.68
Красноярск,56.009466,92.8524162,5.8.12.69
Воронеж,51.6592378,39.1968284,5.8.12.70
Саратов,51.530376,45.9530257,5.8.12.71
Краснодар,45.040235,38.9760801,5.8.12.72
Тольятти,53.5206438,49.389461,5.8.12.73
Барнаул,53.3481145,83.7798362,5.8.12.74
Ижевск,56.8527444,53.2113961,5.8.12.75
Ульяновск,54.3080674,48.3748717,5.8.12.76
Владивосток,43.1163807,131.882348,5.8.12.77
Ярославль,57.6216145,39.897878,5.8.12.78
Иркутск,52.2863513,104.280655,5.8.12.79
Тюмень,57.1530824,65.5343118,5.8.12.80
Махачкала,42.9848572,47.5046303,5.8.12.81
Хабаровск,48.4647991,135.0598811,5.8.12.82
Оренбург,51.7875191,55.1017379,5.8.12.83
Новокузнецк,53.7942757,87.2144046,5.8.12.84
Кемерово,55.3909721,86.0467864,5.8.12.85
Рязань,54.625457,39.7359992,5.8.12.86
Томск,56.4847036,84.9481737,5.8.12.87
Астрахань,46.3655808,48.0559979,5.8.12.88
Пенза,53.1753884,45.0347408,5.8.12.89
Набережные Челны,55.7436475,52.3958739,5.8.12.90
Липецк,52.6103027,39.5946266,5.8.12.91
Тула,54.192017,37.6153885,5.8.12.92
Киров,58.6035313,49.6679219,5.8.12.93
Чебоксары,56.1439378,47.2488718,5.8.12.94
Улан-Удэ,51.8334378,107.5841511,5.8.12.95
Калининград,54.7073218,20.5072458,5.8.12.96
Брянск,53.2420071,34.3652716,5.8.12.97
Курск,51.7303391,36.1926448,5.8.12.98
Иваново,56.9994677,40.9728231,5.8.12.99
Магнитогорск,53.4071891,58.9791432,5.8.12.100
Тверь,56.8585396,35.9117898,5.8.12.101
Ставрополь,45.0445439,41.9690168,5.8.12.102
Симферополь,44.9482645,34.100117,5.8.12.103
Нижний Тагил,57.9101038,59.9813242,5.8.12.104
Белгород,50.5977351,36.5858236,5.8.12.105
Архангельск,64.5392985,40.5170083,5.8.12.106
Владимир,56.1281561,40.4082995,5.8.12.107
Севастополь,44.6167334,33.5253552,5.8.12.108
Сочи,43.5855829,39.7231419,5.8.12.109
Курган,55.4443448,65.3161339,5.8.12.110
Смоленск,54.7867168,31.8153366,5.8.12.111
Калуга,54.5060439,36.2515933,5.8.12.112
Чита,52.0340128,113.4994884,5.8.12.113
Орёл,52.9672573,36.0696479,5.8.12.114
Волжский,48.7978483,44.7462417,5.8.12.115
Череповец,59.1269214,37.9092243,5.8.12.116
Владикавказ,43.0205039,44.6819383,5.8.12.117
Мурманск,69.0076958,33.0686019,5.8.12.118
Сургут,61.2539773,73.3961726,5.8.12.119
Вологда,59.2484186,39.8356461,5.8.12.120
Саранск,54.1807601,45.1862263,5.8.12.121
Тамбов,52.7213021,41.452258,5.8.12.122
Стерлитамак,53.6302498,55.9315707,5.8.12.123
Грозный,43.3179243,45.6981102,5.8.12.124
Якутск,62.0280273,129.7325717,5.8.12.125
Кострома,57.8029445,40.9907282,5.8.12.126
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.12.127
Петрозаводск,61.78909,34.3596263,5.8.12.128
Таганрог,47.2094907,38.935154,5.8.12.129
Нижневартовск,60.9397379,76.5696206,5.8.12.130
Йошкар-Ола,56.6343763,47.8998445,5.8.12.131
Братск,56.1513951,101.6339892,5.8.12.132
Москва,55.7538789,37.6203735,5.8.12.133
Санкт-Петербург,59.939125,30.3158225,5.8.12.134
Новосибирск,55.0281016,82.9210575,5.8.12.135
Екатеринбург,56.8386326,60.6054887,5.8.12.136
Нижний Новгород,56.3242093,44.0053948,5.8.12.137
Казань,55.7943877,49.1115312,5.8.12.138
Самара,53.1951657,50.1067691,5.8.12.139
Омск,54.9848136,73.3674638,5.8.12.140
Челябинск,55.1603659,61.4007858,5.8.12.141
